,Data
23,bay windows and bow windows box bay windows marvin marvin products window types bay and bow bay windows and bow windowsbay and bow windows have three or more windows that angle out beyond the exterior wall of the house they are perfect for a reading nook or extra room space signatureultimate baysignatureultimate bow windowselevateelevate bayelevateelevate bow learn moremarvin skycove® marvin skycove is a projected glass structure that creates an intimate nook to enjoy natural light and expansive views of the outdoorslearn more what are bay windows and bow windows bay windows are most often one large center window with two narrow windows installed on either side the narrow windows angle to project beyond the exterior wall of the house creating a three-dimensional view bow windows also project beyond the outside of the building but are usually composed of four or more near-identical windows as a result bow windows have a curved effect rather than an angular one and may need more space than a bay window both bay and bow windows can be installed in individual rough openings in the wall or the factory can mull connect them together and then ship and install them as one large unit bay and bow windows are popular for their ability to open a room maximize natural light and provide a unique view they also make for cozy reading nooks with discrete storage built under the seat explore marvin skycove view detailsmaking the marvin skycoveview details view detailsthe minne stuga by the faux marthaview details view detailsmaking the most of history light and a really tall treeview details view all windowsview all windows find a dealerfind a dealer
24,single hung windows marvin marvin products window types single hung single hung windowssingle hung windows have one fixed upper sash and one movable lower sash this traditional design is energy efficient and cost effective signaturecoastline single hungsignatureultimate single hung g2signatureultimate wood single hungessentialessential single hung what are single hung windows single hung windows look almost identical to double hung windows both have an upper and lower sash traditional aesthetics and are easy to operate and clean the key difference between these styles is that both the top and bottom sashes of a double hung window are movable only the bottom sash operates on single hung windows single hung windows are ideal for areas where the top sash might be difficult to reach because of their fixed top sash single hung windows prevent more air infiltration than similar double hung windows and are more energy efficient additionally single hung windows may be less expensive explore single hung window photo galleries view detailscontemporary black frame kitchen windowview details view all windowsview all windows find a dealerfind a dealer
25,casement windows crank and push out casement windows marvin marvin products window types casement casement windowscasement windows open from a side frame hinge their large single sash lends them a modern feel with tons of natural light signaturecoastline casementsignaturemodern casementsignaturemodern casement push outsignatureultimate casementsignatureultimate casement inswingsignatureultimate casement narrow framesignatureultimate casement push outsignatureultimate casement push out narrow framesignatureultimate french casementsignatureultimate french casement push outelevateelevate casementelevateelevate casement narrow frameessentialessential casement what are casement windows a casement window has a single sash hinged on either the left or the right of the frame most casement windows are operated with a folding hand crank on the bottom of the frame this easy operation makes casement windows a top choice for spaces like kitchens or bathrooms where cabinets or large bathtubs may block access to upper portions of a window casement windows typically give off a modern aesthetic but you can add window grids or divided lite bars for a more traditional feel thanks to their single sash design these windows can offer a wide uninterrupted view top-notch ventilation and painless cleaning casement windows are also a great choice for safety and security concerns in case of emergency the sash can open 90-degrees out to serve as a secondary exit for residents explore casement window galleries view detailsmodern farmhouse black and white exterior homeview details view detailssunny laundry roomview details view detailsa singular take on scandinavian styleview details view all windowsview all windows find a dealerfind a dealer
26,sliding windows glider windows marvin marvin products window types sliding sliding windowsalso called gliders sliding windows feature one or more operating sashes that move left to right this style of sash is ideal for high-traffic areas signaturecoastline glidersignatureultimate gliderelevateelevate glideressentialessential glider what are sliding windows sliding windows or “gliders” are windows with one or more operating sashes they slide left or right rather than up or down like a double hung window the moveable sashes on sliding windows can swing in tilt in or pull out altogether for easy interior and exterior cleaning sliding windows give a room full uninterrupted outdoor views and excellent ventilation these windows are perfect for large horizontal spaces near high-traffic areas like decks or walkways because their sashes don’t open past the plane of the wall sliding windows save space and won’t damage landscaping that may be close to the house explore sliding window photo galleries view detailsa kitchen remodel centered on well-beingview details view detailsemily henderson mountain home transformationview details view all windowsview all windows find a dealerfind a dealer
27,corner windows panoramic windows marvin marvin products window types corner corner windowscorner windows are single units made of two or more sashes meeting at a corner they need special framing but offer an unbeatable panoramic view signatureultimate cornersignatureultimate corner narrow frame what are corner windows a corner unit consists of two or more stationary sashes that span both sides of a building and meet at a corner this style of window requires a special structural frame that can accommodate a large rough opening with no corner support corner windows have a clean and modern aesthetic with minimal visible frame these windows can give your space a dramatic wall-to-wall panoramic view explore corner window photo galleries view detailsurban multi-family with corner windowsview details view all windowsview all windows find a dealerfind a dealer
28,picture specialty window shapes: octagon triangle trapezoid and more marvin marvin products window types picture specialty shapes picture specialty shape windowspicture specialty shape windows come in a vast number of non-square non-rectangular shapes marvin offers both fixed and operating picture specialty shape windows signaturecoastline specialty shapessignaturecoastline specialty shapes narrow framesignatureultimate specialty shapeselevateelevate round topelevateelevate specialty shapesessentialessential round topessentialessential specialty shapes what are picture specialty shape windows picture windows not in the shape of a standard rectangle or square are picture specialty windows picture specialty shape windows are available in hundreds of geometric shapes and styles providing countless design possibilities most custom-built picture specialty shape windows have a fixed sash which means they can’t be opened because of this they are often paired with or placed near windows that do open marvin offers operating sashes in a variety of specialty shapes including circles octagons trapezoids and triangles learn morepicture windows picture windows invite in expansive views and an abundance of warm natural light creating the effect of framing outdoor scenery like a picture frame learn more explore picture specialty shape window project galleries view detailsunion stables renovationview details view detailscincinnati music hallview details view detailsabbott dining hallview details view all windowsview all windows find a dealerfind a dealer
29,double hung windows marvin marvin products window types double hung double hung windowsdouble hung windows feature two vertically sliding sashes held in frame on tracks both sashes can open allowing for variable ventilation signatureultimate double hung g2signatureultimate double hung insert g2signatureultimate wood double hungsignatureultimate wood double hung magnumelevateelevate double hungelevateelevate double hung insertessentialessential double hung what are double hung windows a double hung window is a single unit made of two operable sashes that move up and down the sashes slide in frame on built-in tracks and are held in position by either counterweights springs or friction the sashes lock with a single or double latch where their frames meet in the middle this style of window has a more traditional aesthetic often featuring simulated divided lites window grids some double hung windows referred to as “cottage windows” have a top sash narrower than the bottom sash unlike single hung windows double hung windows allow ventilation on the top bottom or both these windows are easy to clean thanks to their tilting sashes if located below a projecting eave it may still be an option to lower the top sash of a double hung window—even during rainfall explore double hung window photo galleries view detailstraditional southern bedroomview details view details colorful traditional coastal residence view details view all windowsview all windows find a dealerfind a dealer
30,coastline storefront windows marvin marvin products window and door collections signature collection marvin signature® coastline coastline storefront interior view exterior view interior view exterior view coastline storefront the coastline storefront window is perfect for establishing an impressive business facade but is also commonly used on homes to capture amazing views with its huge expanses of glass made with durable and low-maintenance extruded aluminum and impact-resistant glass available in three product types meets the most stringent hurricane impact code requirements in north america find marvin products in your area and request a price quote connect with a dealer near you to get started find a dealer why youll love it protection from coastal weather engineered to sustain high winds and flying debris generated by a tropical storm or hurricane premium aesthetics narrow sightlines provide a clean shutter-free well-maintained aesthetic to your home dramatically large sizes offers expansive views with big glass and dramatically large sizes to bring your most ambitious projects to life high-quality materials made with extruded aluminum and impact-resistant glass design flexibility features a range of product types sizes configurations and design options additional features: ten colors and wood grain finishes; custom colors also available made with finishes that withstand corrosion and resist fading so your products retain their color gloss and beauty for years to come high velocity hurricane zone hvhz approved meets stringent miami-dade county and state of florida code requirements storefront 4-11/16 is available in widths up to 6’ on-center mullion measurement or heights up to 11’ with max on-center mullion area of 44 square feet storefront 6-5/8” is available in widths up to 7’ or heights up to 12’ with a max area of 44 square feet can be mulled together with other storefront 6625 windows storefront 7-5/8” is available in widths up to 525’ or heights up to 13’ with a max area of 48 square feet can be mulled together with other storefront 7625 windows all three have 9/16 laminated sgp and 1-1/4 insulated laminated sgp 4625 also has 7/16 and 9/16 laminated pvb 1-1/4 insulated laminated pvb and white interlayer energy saving low-e glass coatings tinting and insulated glass options design options exterior finish exterior optionshigh-quality windows and doors deserve a dependable low-maintenance interior and exterior finish that will resist fading peeling and chalking even under the most extreme coastal conditions our palette of industrial grade paint options includes five woodgrain finishes that will deliver a natural warmth and beauty to your favorite spaces we also offer custom color options to meet your project’s requirements no matter how unique your coastal window and door design vision may beselected: custom colors: see your marvin coastline dealer for details and special pricing interior and exterior finish must be the same american architectural manufacturers association aama 2605 certification interior finish interior optionshigh-quality windows and doors deserve a dependable low-maintenance interior and exterior finish that will resist fading peeling and chalking even under the most extreme coastal conditions our palette of industrial grade paint options includes four woodgrain finishes that will deliver a natural warmth and beauty to your favorite spaces we also offer custom color options to meet your project’s requirements no matter how unique your coastal window and door design vision may beselected: custom colors: see your marvin coastline dealer for details and special pricing interior and exterior finish must be the same american architectural manufacturers association aama 2605 certification glass decorative glasscoastline windows and doors are built with impact resistant glass that is engineered to stand up to the punishing winds and flying debris generated by tropical storms and hurricanes and you don’t have to sacrifice design flexibility for strenh there are a wide variety of decorative patterns available to meet the unique needs of each project including rain glass and glue-chip we offer several interlayer laminated tinting options that will increase privacy reduce solar heat gain and meet the requirements of the sea turtle conservation codes coastline products can be fitted with insulated glass to help conserve energy we can also provide specialty impact resistant glass solutions for specific project needs like sound managementselected: not all decorative and insulated glass is compatible with all products check with your marvin coastline dealer for a recommendation on which glass is right for your project images may not be an accurate representation color tint images represent color tint example only please inquire about obscure glass treatments separately divided lites divided lites replicate the look of individual panes while maintaining the advantages of a single pane of impact resistant glass which is stronger and more energy efficient than multiple panes separated by muntin bars available in custom configurations to meet an extensive range of design possibilities simulated divided lites are available on windows with non-insulated/single glazed glass in 1 ogee/flat or 1 and 2 flat/flat combinations the simulated divided lites are flat to the interior grilles-between-the-glass are available on windows with insulated glasssimulated divided lite sdl not all simulated glass profiles and configurations are compatible with all products check with your marvin coastline dealer for a recommendation on which profile is right for your project download nowget the coastline product catalogs get detailed information on marvin coastline including types of windows and doors color and finish options sizing hardware and other key detailsdownload now learn moremarvin signature coastline impact-rated products designed to protect homes from tropical storms and hurricaneslearn more learn morematerials both the interior and exterior feature low maintenance and durable extruded aluminumlearn more learn moreenergy efficiency options that help achieve long-term performance and cost savings in any climatelearn more more from this product linecoastline awningcoastline bi-fold doorcoastline casementcoastline entry doorcoastline garage doorcoastline glidercoastline multi-slide doorcoastline picturecoastline picture narrow framecoastline pivot doorcoastline single hungcoastline specialty shapescoastline specialty shapes narrow framecoastline swinging french door technical specificationsfor the pros find technical documents for this product including installation instructions sizes and elevations 3d drawings architectural detail manuals and moretechnical specifications find a dealermarvin experts are experienced in working with architects builders and homeowners to ensure your vision becomes a realityfind a dealer
31,bi-fold doors marvin marvin products door types bi-fold bi-fold doorsbi-fold doors also known as folding or accordion doors have two or more folding hinged panels they are a popular style for patio doors elevateelevate bi-fold doorsignatureultimate bi-fold doorsignaturecoastline bi-fold door what are bi-fold doors bi-fold doors also called folding or accordion doors consist of multiple panels hinged to each other that fold open and close like an accordion interior bi-fold doors are often used for closets or pantries and usually have two panels exterior bi-fold doors can feature many floor-to-ceiling glass panels and open to present an entry and exit space up to 55 feet long bi-fold doors are ideal for spaces with stunning views and sweeping vistas and can strenhen a room’s connection to the natural world their panels stack up against the edge of an opening meaning they take up less frame area compared to large-paneled sliding doors this space-saving design means bi-fold exterior doors are great for high-traffic areas like patios or decks some bi-fold doors come fitted with a traffic door on one panel that allows easy passage in and out without having to open the larger panel explore bi-fold door photo galleries view detailsdesign for mankind editionview details view detailsbright and bold living roomview details view detailslight and airy restaurantview details view all doorsview all doors find a dealerfind a dealer
32,ultimate lift and slide door marvin marvin products window and door collections signature collection marvin signature® ultimate ultimate lift and slide door interior view interior view ultimate lift and slide door the ultimate lift and slide door pairs stunningly large door panels with effortless fingertip operation thanks to a carefully-engineered carriage system that lifts panels off their track for weightless operation wood interior wood or aluminum-clad exterior fits openings up to 47’ wide by 12’ high individual panel sizes available up to 6 wide by 12 high choose from 22 operating configurations side stiles and top rail available in 4- or 6-inch width for contemporary or traditional styling find marvin products in your area and request a price quote connect with a dealer near you to get started find a dealer why youll love it indoor outdoor living elegantly and effortlessly connects your inside space with the environment found right outside your doors expansive views panoramic views can span up to 47 feet wide smooth and effortless lift-and-slide engineering allows nearly effortless operation seamless accessibility flush universal design sill option creates an unobtrusive transition from indoors to out virtually hidden hardware industry-exclusive flush mount panel hardware is concealed for a clean look additional features: available in wood or clad-wood styles to match design needs numerous panel configurations are available to best suit the layout of a room flush universal design sill option creates an unobtrusive transition from indoors to out choose panels that stack in full view within the frame or conceal within a wall pocket flush and recessed sill options create seamless transitions for accessibility performance sill option for exceptional protection from the elements design options exterior finish clad color optionsa high-quality door deserves a dependable finish our low maintenance clad-wood products feature an extruded aluminum exterior finished in commercial-grade paint for superior resistance to fading and chalking our palette of nineteen color options spans from muted earthy tones to bold rich colors and three pearlescent finishes custom color matching is also available to meet any design visionselected: custom colors: any color any window or door you name it no matter what your inspiration for a custom window or door color marvin will match it you get any color your heart desires with your own personal custom color name and a 20-year warranty see your marvin dealer for details and ask about special pricing wood optionsfor projects that call for the natural or historic beauty of wood exteriors we offer a selection of high-quality exterior wood options including pine vertical grain douglas fir mahogany and primed pineselected: finish samples are approximate and colors on screen can vary visit your local dealer to see actual color samples interior finish meet your design vision with natural stained or painted wood with marvin factory-applied interior finishes you can order beautifully finished windows and doors that are ready to install the day they arrive to save valuable time on the job site wood optionschoose from a selection of high-quality standard wood options including pine cherry douglas fir mahogany white oak and vertical grain douglas fir if your project requires a one-of-a-kind look we offer unique species like black walnutselected: wood is a product of nature and will vary in color texture and grain wood options shown are to demonstrate the approximate look of each species only and stain samples are shown on pine photos are not intended to reflect a products interior or exterior profile stained woodwhen compared to painting or staining on the job site factory-stained finishes offer consistent quality and performance resulting from our expertise with wood as a material and years of perfecting our staining process every piece of wood receives even coats of conditioning and stain two coats of clear finish and is sanded and baked twice in an oven before your window or door is built to create a consistent durable and high-quality finish that brings out the natural beauty texture and grain of the wood our stained wood products meet industry standards and arrive ready to installselected: painted woodpainting on the job site or scheduling off-site finishing is an extra step that takes time and coordination choose our primed white or white painted interior finish option on any marvin pine windows and doors with a wood exterior or an additional designer black paint option for products with an aluminum clad exterior your windows and doors will arrive factory-painted and ready to install you can count on consistency with our process as every piece of wood receives a coat of prime and is sanded before being painted the paint is baked twice in an oven before your window or door is built to create a consistent durable and high-quality painted finish that performs to the industry standard all interior surfaces are standard bare wood opt for prime for ease of applying a top coat in the field for clad doors choose white or designer black interior finishes wood exterior ultimate doors offer painted white interior finish except on the multi-slide doorsselected: finish samples are approximate and colors on screen can vary visit your local dealer to see actual color samples black only available on clad interior glazing profile the interior edge detail where glazing meets wood is the glazing profile and often called sticking and sometimes referenced as bead the ogee profile is more traditional or square can be specified for a clean crisp more contemporary lookselected: hardware our industry-exclusive flush-mount hardware is concealed for a clean aesthetic and built with intuitive design for easy operation when the flush-mount hardware is in the up position the panel is closed dropped and locked when in the down position the panel is open lifted and stacked or pocketed finishes in bronze brass and satin nickel are available with a physical vapor deposition pvd finish meaning the hardware has undergone a process that adds a layer of toughness to resist fading and discoloration by direct sunlight humidity and most other environmental factors even in coastal areas selected: hardware finish samples are approximate please visit your local marvin dealer to see hardware finish samples sills our scenic door sills are designed for function and beauty with options to complement your lifestyle flush and recessed sill options allow seamless transition from exterior to interior for universal design and better accessibility sill options are available in a standard anodized bronze aluminum finish or anodized mill finish select the performance sill for better protection from the elements recessed installation of the performance sill maintains weather tightness with improved accessibility for more extreme exposures select the high performance sill option selected: glass decorative glassa variety of decorative glass options are available to meet the unique needs of each project and laminated glazing is also available in clear bronze gray or green with tinted interlayers selected: not all decorative glass is compatible with all products check with your dealer for a recommendation on which glass is right for your project images may not be an accurate representation color tint images represent color tint example only please inquire about obscure glass treatments separately energy efficiency glass is an important aspect for managing the energy efficiency of your home our standard glazing is dual pane: two panes of glass with low e coatings and argon insulating gas we offer variations to help meet climate and code requirements across the country described in more detail on our glass page specialty glass options our specialty glass options include glass for unique project needs like sound management stc/oitc high altitudes sea turtle conservation codes and california fire zones we also offer laminated glass in products designed specifically for hurricane zones divided lites the look of multiple individual panes of glass in a door panel is popular in a wide range of architectural styles–from historic replications to modern farmhouses for those who seek historical accuracy authentic divided lites utilize individual glass panes simulated divided lites available in a number of different styles mimic the look of individual panes of glass in a window sash without sacrificing the energy efficiency of a single pane of glassauthentic divided lite adlseparate pieces of glass are glazed between muntin bars – the way windows have been made since the beginning but with marvins updated design to increase energy efficiencygrilles-between-the-glass gbgsgrilles are permanently installed between the glass panes for a low-maintenance smooth exterior and easy cleaning choose from 6 exterior colors and 3 interior colorssimulated divided lite sdlan energy-efficient way to create the look of authentic divided lites sdl bars are permanently adhered to both sides of the glass and are available with or without a spacer bar installed between the glass to create even more depth that resembles an adlsimulated divided lite with spacer bar sdlspaired with sdl bars on the exterior of the glass a spacer bar is installed between the glass creating an even closer match to the authentic divided lite look patternsmarvins custom capabilities allow us to create almost any divided lite pattern you can dream up with combinations of widths unique profiles rectangular or radius cuts and more choose from an existing lite cut specify custom divided lites according to a new design or ask our design professionals to assist in creating a pattern for your needsselected: these are some of our most frequently-requested divided-lite patterns casings an instant boost to curb appeal optional exterior casing adds architectural detail and character to the profile of your home factory-applied casing saves time on the job-site with beauty and durability that lasts exterior casings optional at the time of order are available in wood or extruded aluminum and are factory-finished with a commercial-grade paintselected: standard wood offering is brick mould casing or flat casing for clad casings brick mould along with various flat casings are available 6 promotional clad casings are available download nowget the ultimate catalog get detailed information on the ultimate product line including types of windows and doors color and finish options sizing hardware and other key detailsdownload now learn moremarvin signature ultimate our broadest range of product types sizes configurations and design optionslearn more learn morematerials low-maintenance extruded aluminum exteriors with your choice of rich wood interior or wood throughoutlearn more learn moreenergy efficiency options that help achieve long-term performance and cost savings in any climatelearn more more from this product lineultimate awningultimate awning narrow frameultimate awning push outultimate awning push out narrow frameultimate bayultimate bi-fold doorultimate bow windowsultimate casementultimate casement inswingultimate casement narrow frameultimate casement push outultimate casement push out narrow frameultimate commercial doorultimate cornerultimate corner narrow frameultimate double hung g2ultimate double hung insert g2ultimate french casementultimate french casement push outultimate gliderultimate multi-slide doorultimate pictureultimate picture narrow frameultimate single hung g2ultimate sliding french doorultimate sliding patio doorultimate specialty shapesultimate swinging arch top french doorultimate swinging narrow profile doorultimate wood swinging french doorultimate swinging french door g2ultimate venting pictureultimate wood double hungultimate wood double hung magnumultimate wood single hung technical specificationsfor the pros find technical documents for this product including installation instructions sizes and elevations 3d drawings architectural detail manuals and moretechnical specifications find a dealermarvin experts are experienced in working with architects builders and homeowners to ensure your vision becomes a realityfind a dealer
33,commercial doors ultimate commercial door marvin marvin products window and door collections signature collection marvin signature® ultimate ultimate commercial door interior view exterior view interior view exterior view ultimate commercial door the ultimate commercial door combines sophisticated design with the rugged durability to stand up to years of commercial use available in a wide variety of design and customization options wood interior wood or aluminum-clad exterior optional raised or flat panels offer an upscale look manufactured with different construction and assembly processes than our residential doors find marvin products in your area and request a price quote connect with a dealer near you to get started find a dealer why youll love it rugged and durable will stand up to years of commercial use broad assortment available in a wide variety of design and customization options custom color options no matter what your inspiration for a custom aluminum-clad exterior door color marvin will match it interior finish options choose from a selection of high-quality standard wood options including pine cherry douglas fir mahogany white oak and vertical grain douglas fir additional features: available in wood or clad-wood styles to match design needs optional commercial hardware package includes closer mortise lock or rim device kick plate and removable mullions available in 1 ¾” or 2 ¼” panels hardware routs and preps can be ordered intermediate rail available for a two lite panel three ada-compliant sill options available in two finishes design options exterior finish clad color optionsa high-quality door deserves a dependable finish our low maintenance clad-wood products feature an extruded aluminum exterior finished in commercial-grade paint for superior resistance to fading and chalking our palette of nineteen color options spans from muted earthy tones to bold rich colors and three pearlescent finishes custom color matching is also available to meet any design visionselected: custom colors: any color any window or door you name it no matter what your inspiration for a custom window or door color marvin will match it you get any color your heart desires with your own personal custom color name and a 20-year warranty see your marvin dealer for details and ask about special pricing wood optionsfor projects that call for the natural or historic beauty of wood exteriors we offer a selection of high-quality exterior wood options including pine vertical grain douglas fir mahogany and primed pineselected: finish samples are approximate and colors on screen can vary visit your local dealer to see actual color samples interior finish meet your design vision with natural stained or painted wood with marvin factory-applied interior finishes you can order beautifully finished windows and doors that are ready to install the day they arrive to save valuable time on the job site wood optionschoose from a selection of high-quality standard wood options including pine cherry douglas fir mahogany white oak and vertical grain douglas fir if your project requires a one-of-a-kind look we offer unique species like black walnutselected: wood is a product of nature and will vary in color texture and grain wood options shown are to demonstrate the approximate look of each species only and stain samples are shown on pine photos are not intended to reflect a products interior or exterior profile stained woodwhen compared to painting or staining on the job site factory-stained finishes offer consistent quality and performance resulting from our expertise with wood as a material and years of perfecting our staining process every piece of wood receives even coats of conditioning and stain two coats of clear finish and is sanded and baked twice in an oven before your window or door is built to create a consistent durable and high-quality finish that brings out the natural beauty texture and grain of the wood our stained wood products meet industry standards and arrive ready to installselected: painted woodpainting on the job site or scheduling off-site finishing is an extra step that takes time and coordination choose our primed white or white painted interior finish option on any marvin pine windows and doors with a wood exterior or an additional designer black paint option for products with an aluminum clad exterior your windows and doors will arrive factory-painted and ready to install you can count on consistency with our process as every piece of wood receives a coat of prime and is sanded before being painted the paint is baked twice in an oven before your window or door is built to create a consistent durable and high-quality painted finish that performs to the industry standard all interior surfaces are standard bare wood opt for prime for ease of applying a top coat in the field for clad doors choose white or designer black interior finishes wood exterior ultimate doors offer painted white interior finish except on the multi-slide doorsselected: finish samples are approximate and colors on screen can vary visit your local dealer to see actual color samples black only available on clad interior glazing profile the interior edge detail where glazing meets wood is the glazing profile and often called sticking and sometimes referenced as bead the ogee profile is more traditional or square can be specified for a clean crisp more contemporary lookselected: hardware commercial grade ball bearing hinges carry the substantial commercial door panels available up to 10 feet in height the door is standard with no operating hardware for final prep and hardware installation in the field choose optional operating hardware from marvin including rim device mortise lock closer kick plates and removable mullions select from numerous hardware prep options if hardware will be supplied by others selected: hardware styles shown are available in all finish options below finishes hinges are offered with a solid brass substrate finished in satin chrome bronze or brass stainless steel available sills the ada compliant sill options offer flexibility for various application available in bronze or clear the 1/2 saddle is most popular or choose 1/4 saddle or offset sill selected: glass decorative glassa variety of decorative glass options are available to meet the unique needs of each project and laminated glazing is also available in clear bronze gray or green with tinted interlayers selected: not all decorative glass is compatible with all products check with your dealer for a recommendation on which glass is right for your project images may not be an accurate representation color tint images represent color tint example only please inquire about obscure glass treatments separately energy efficiency glass is an important aspect for managing the energy efficiency of your home our standard glazing is dual pane: two panes of glass with low e coatings and argon insulating gas we offer variations to help meet climate and code requirements across the country described in more detail on our glass page specialty glass options our specialty glass options include glass for unique project needs like sound management stc/oitc high altitudes sea turtle conservation codes and california fire zones we also offer laminated glass in products designed specifically for hurricane zones divided lites the look of multiple individual panes of glass in a door panel is popular in a wide range of architectural styles–from historic replications to modern farmhouses for those who seek historical accuracy authentic divided lites utilize individual glass panes simulated divided lites available in a number of different styles mimic the look of individual panes of glass in a window sash without sacrificing the energy efficiency of a single pane of glassauthentic divided lite adlseparate pieces of glass are glazed between muntin bars – the way windows have been made since the beginning but with marvins updated design to increase energy efficiencygrilles-between-the-glass gbgsgrilles are permanently installed between the glass panes for a low-maintenance smooth exterior and easy cleaning choose from 6 exterior colors and 3 interior colorssimulated divided lite sdlan energy-efficient way to create the look of authentic divided lites sdl bars are permanently adhered to both sides of the glass and are available with or without a spacer bar installed between the glass to create even more depth that resembles an adlsimulated divided lite with spacer bar sdlspaired with sdl bars on the exterior of the glass a spacer bar is installed between the glass creating an even closer match to the authentic divided lite look patternsmarvins custom capabilities allow us to create almost any divided lite pattern you can dream up with combinations of widths unique profiles rectangular or radius cuts and more choose from an existing lite cut specify custom divided lites according to a new design or ask our design professionals to assist in creating a pattern for your needsselected: these are some of our most frequently-requested divided-lite patterns casings an instant boost to curb appeal optional exterior casing adds architectural detail and character to the profile of your home factory-applied casing saves time on the job-site with beauty and durability that lasts exterior casings optional at the time of order are available in wood or extruded aluminum and are factory-finished with a commercial-grade paintselected: standard wood offering is brick mould casing or flat casing for clad casings brick mould along with various flat casings are available 6 promotional clad casings are available download nowget the ultimate catalog get detailed information on the ultimate product line including types of windows and doors color and finish options sizing hardware and other key detailsdownload now learn moremarvin signature ultimate our broadest range of product types sizes configurations and design optionslearn more learn morematerials low-maintenance extruded aluminum exteriors with your choice of rich wood interior or wood throughoutlearn more learn moreenergy efficiency options that help achieve long-term performance and cost savings in any climatelearn more more from this product lineultimate awningultimate awning narrow frameultimate awning push outultimate awning push out narrow frameultimate bayultimate bi-fold doorultimate bow windowsultimate casementultimate casement inswingultimate casement narrow frameultimate casement push outultimate casement push out narrow frameultimate cornerultimate corner narrow frameultimate double hung g2ultimate double hung insert g2ultimate french casementultimate french casement push outultimate gliderultimate lift and slide doorultimate multi-slide doorultimate pictureultimate picture narrow frameultimate single hung g2ultimate sliding french doorultimate sliding patio doorultimate specialty shapesultimate swinging arch top french doorultimate swinging narrow profile doorultimate wood swinging french doorultimate swinging french door g2ultimate venting pictureultimate wood double hungultimate wood double hung magnumultimate wood single hung technical specificationsfor the pros find technical documents for this product including installation instructions sizes and elevations 3d drawings architectural detail manuals and moretechnical specifications find an expertfind a commercial project consultant use our marvin expert locator to find a commercial project expert near youfind an expert
34,multi-slide doors: sliding patio or multi-panel doors marvin marvin products door types multi-slide multi-slide doorsmulti-slide doors have more than one moving panel that either stack or conceal in a wall pocket when opened they serve to add broad views and openings signaturecoastline multi-slide doorsignaturemodern multi-slide doorsignatureultimate multi-slide door what are multi-slide doors multi-slide doors are sliding doors with more than one moving panel aligned in a row when open the panels either stack side-by-side near the edge of the frame or disappear into a wall pocket some multi-slide doors are available equipped with push-button motorized operation thanks to their many panels multi-slide doors present huge openings some reaching heights up to 12 feet tall and widths over 50 feet when closed the stile of one panel sits behind or in front of the stile on the panel next to it creating one narrow sightline instead of two even when closed these floor-to-ceiling expanses of glass create spacious panoramas that blur the lines between the indoor and outdoor world explore multi-slide door photo galleries view detailsscenic door home with pool oasisview details view all doorsview all doors find a dealerfind a dealer
35,entry doors marvin marvin products door types entry doors entry doorsentry doors provide passage between a house and an outdoor space or garage these doors come equipped with weatherproofing keyed locks and deadbolts trustile entry door systemssignaturecoastline entry door what are entry doors entry doors provide passage between a house and an outdoor space or garage these doors feature one or more panels that swing open and closed on hinges entry doors are made with a more durable construction common panel materials include aluminum composite fiberglass steel or wood unlike interior swinging doors entry doors have weatherstripping and a threshold to provide protection from harsh weather conditions entry doors are also equipped with keyed locks and deadbolts for home security many also have glass panels or transom and sidelight windows to allow for natural light and improved sightlines explore entry door photo galleries view detailscoastline entry door - contemporary coastal residenceview details view detailstrustile tmp1000 white oak entry systemview details view detailstrustile fl616 white oak entry systemview details view all doorsview all doors find a dealerfind a dealer
